organization,zone_id,zone,polygon_decoded,last7daysmean_CHL-01,last7daysmean_SPM-01,mean_CHL-01,mean_SPM-01,last7daysvar_CHL-01,last7daysvar_SPM-01,nullto_nonnull_CHL-01,nullto_nonnull_SPM-01
gsinima,25,caldera,"-70.87416271129088,-27.014335684429216;-70.83452128203115,-27.030838768713313;-70.84677099407708,-27.044789829654505;-70.85089676514808,-27.055465793972296;-70.84894021391852,-27.06337706633529;-70.85276824893288,-27.06945938863587;-70.8603817852392,-27.07686025633028;-70.86412475280878,-27.079412279673182;-70.88164864643005,-27.104677310767915;-70.89423862825504,-27.1033162316517;-70.91737697323067,-27.090556114937193;-70.92843574104991,-27.081709100681806;-70.91686656856209,-27.066567095513925;-70.87416271129088,-27.014335684429216|-70.87466400159038,-27.063978614694694",0.8952288201877049,0.24904022117455793,2.2993420275181706,0.7749688008623402,0.2823593734788598,0.01937378713057221,0.03550295857988166,0.24087591240875914
adasa,27,antofagasta,"-70.42940139770508,-23.534481206739827;-70.43146133422852,-23.541563231866057;-70.42914390563965,-23.548880923858743;-70.42519569396973,-23.55391651832161;-70.41669845581053,-23.553601799319356;-70.40717124938965,-23.552264235152588;-70.40270805358887,-23.548802241164687;-70.40305137634277,-23.542743532313093;-70.40571212768555,-23.535740261297057;-70.40983200073242,-23.530625277200954;-70.41729927062988,-23.52920878490812;-70.42442321777344,-23.529995726953345;-70.42940139770508,-23.534481206739827|-70.41780765240009,-23.541254226602714",5.358125107628958,1.85921596629279,3.0085987963620022,1.451724923460196,34.547261412674594,0.7808847435923437,0.03550295857988166,0.20567375886524822
