timestamp,variable,organization,value,ingestion_time
2024-02-17,SPM-01,adasa,0.4769904613494873,2024-02-18
2024-02-17,CHL-01,adasa,1.2252862453460691,2024-02-18
2024-02-17,SPM-01,gsinima,,2024-02-18
2024-02-17,CHL-01,gsinima,0.5041757822036743,2024-02-18
2024-02-16,CHL-01,adasa,0.7918086051940918,2024-02-17
2024-02-16,SPM-01,adasa,,2024-02-17
2024-02-16,CHL-01,gsinima,0.5265043377876281,2024-02-17
2024-02-16,SPM-01,gsinima,,2024-02-17
2024-02-15,CHL-01,gsinima,0.5272676944732666,2024-02-16
2024-02-15,CHL-01,gsinima,0.5272676944732666,2024-02-16
2024-02-15,SPM-01,gsinima,0.5980436205863952,2024-02-16
2024-02-15,SPM-01,gsinima,0.5980436205863952,2024-02-16
2024-02-15,SPM-01,adasa,,2024-02-16
2024-02-15,SPM-01,adasa,,2024-02-16
2024-02-15,CHL-01,adasa,1.15380597114563,2024-02-16
2024-02-15,CHL-01,adasa,1.15380597114563,2024-02-16
2024-02-14,CHL-01,adasa,,2024-02-15
2024-02-14,SPM-01,adasa,,2024-02-15
2024-02-14,CHL-01,gsinima,,2024-02-15
2024-02-14,SPM-01,gsinima,,2024-02-15
2024-02-14,CHL-01,gsinima,1.6290380954742432,2024-02-16
2024-02-14,SPM-01,gsinima,0.4603217542171478,2024-02-16
2024-02-14,SPM-01,adasa,0.2947266697883606,2024-02-16
2024-02-14,CHL-01,adasa,1.12975013256073,2024-02-16
2024-02-13,SPM-01,adasa,0.7096038460731506,2024-02-14
2024-02-13,CHL-01,adasa,1.2638564109802246,2024-02-14
2024-02-13,SPM-01,gsinima,0.767152190208435,2024-02-14
2024-02-13,CHL-01,gsinima,0.5473874807357788,2024-02-14
2024-02-13,CHL-01,gsinima,0.5473874807357788,2024-02-16
2024-02-13,SPM-01,gsinima,0.767152190208435,2024-02-16
2024-02-13,SPM-01,adasa,0.7096038460731506,2024-02-16
2024-02-13,CHL-01,adasa,1.2638564109802246,2024-02-16
2024-02-12,SPM-01,adasa,,2024-02-13
2024-02-12,CHL-01,adasa,0.3653326630592346,2024-02-13
2024-02-12,SPM-01,gsinima,0.5239163637161254,2024-02-13
2024-02-12,CHL-01,gsinima,4.633831024169922,2024-02-13
2024-02-11,CHL-01,adasa,0.4005609452724456,2024-02-12
2024-02-11,SPM-01,adasa,,2024-02-12
2024-02-11,CHL-01,gsinima,7.366110324859619,2024-02-12
2024-02-11,SPM-01,gsinima,,2024-02-12
2024-02-10,CHL-01,adasa,0.3463743329048156,2024-02-11
2024-02-10,SPM-01,adasa,,2024-02-11
2024-02-10,CHL-01,gsinima,7.344705104827882,2024-02-11
2024-02-10,SPM-01,gsinima,,2024-02-11
